"Data Source","World Development Indicators",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014",
"East Asia & Pacific (developing only)","EAP","Technicians in R&D (per million people)","SP.POP.TECH.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"East Asia & Pacific (developing only)","EAP","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"East Asia & Pacific (developing only)","EAP","High-technology exports (% of manufactured exports)","TX.VAL.TECH.MF.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.4197966661518","19.3247817005912","20.0952820442677","22.1653102874276","25.2313369825997","26.5797770509675","28.5547066507045","30.8231460492263","31.515440147242","30.5005612349775","31.5291025311833","32.5521710186877","33.2406460712499","32.8696736682398","32.1280123326207","29.0096975477617","26.3411080659437","28.3825795401578","27.5859220729359","25.6361735035849","26.1595472547182","26.8129447444418","",
"East Asia & Pacific (all income levels)","EAS","Charges for the use of intellectual property, payments (BoP, current US$)","BM.GSR.ROYL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","42118821461.3226","44759843222.8134","49767157180.3519","58849198692.2058","59067587250.2817","70366853620.2404","74753523169.7921","80954070245.9201","82216428041.4237","",
"East Asia & Pacific (all income levels)","EAS","Charges for the use of intellectual property, receipts (BoP, current US$)","BX.GSR.ROYL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21593153561.6168","24073382438.8884","27453176034.6957","31163595354.7928","28035998848.5274","33628848010.7943","37898828229.4911","40969626540.4983","40245166255.5336","",
"East Asia & Pacific (all income levels)","EAS","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.27474276133904","2.34935523939824","2.31724008126065","2.39832226589239","2.3250744544155","2.37996192800501","2.33852095705903","2.43160727667957","2.41234301883268","2.51407396627716","2.50327108624123","2.4575284129829","2.49808835915297","2.37656143896691","2.50203738088269","2.5943584923947","","","",
"East Asia & Pacific (all income levels)","EAS","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","36706","","","","42911","49651","49325","55096","59669","63365","64815","72445","73812","80290","82585.5","89930.6","94616.3","101153.6","106853.2","113881.7","117690.8","121031.1","131164.7","140934.9","149542","161525.2","169112.4","182046.3","190621.5","197490","211521.8","","","",
"East Asia & Pacific (all income levels)","EAS","Patent applications, nonresidents","IP.PAT.NRES","","","","","","","","","","","","","","","","","","","","","","","","","","47035","46687","52937","55111","59186","59681","56901","58663","58571","61892","96155","121769","141976","161025","160400","151653","182754","182559","187296","214046","243859","260199","270366","271580","239890","256588","276482","282792","301200","",
"East Asia & Pacific (all income levels)","EAS","Patent applications, residents","IP.PAT.RESD","","","","","","","","","","","","","","","","","","","","","","","","","","282346","298436","320956","320323","330301","349059","357620","364991","367163","361014","406914","423193","433733","426309","434108","487448","492429","488029","512027","546382","596808","609373","629915","659376","667812","731535","857546","986803","1146944","",
"East Asia & Pacific (all income levels)","EAS","Trademark applications, direct nonresident","IP.TMK.NRES","","","","","","","","","","","","","","","","","","","","","","","37388","49534","56115","59012","57768","63824","74954","81482","86167","86393","103503","119593","141722","143855","157470","153876","142194","143510","187350","177357","178817","177181","204365","234645","260913","265577","267016","220744","252113","293655","311234","330412","",
"East Asia & Pacific (all income levels)","EAS","Trademark applications, direct resident","IP.TMK.RESD","","","","","","","","","","","","","","","","","","","","","","","183444","202844","222195","252745","262407","273926","276422","274791","297890","306985","381632","351226","386713","402663","415444","349195","320668","381930","475817","521130","619798","733878","879544","953039","1045117","992509","951683","1109376","1352988","1662004","1869115","2157787","",
"East Asia & Pacific (all income levels)","EAS","Trademark applications, total","IP.TMK.TOTL","","","","","","","","","","","","","","","","","","","","","208436","209603","220832","252378","278310","311757","326155","337750","351376","365089","392848","404644","495134","481130","539784","559095","586813","518944","462862","525440","663167","698487","798615","913099","1083909","1187684","1306030","1258086","1218699","1330120","1605101","1955659","2242804","2488199","",
"East Asia & Pacific (all income levels)","EAS","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","895.504711737262","879.663114893512","868.571143708875","858.302176285055","936.756911125351","912.85707961025","1022.04425361092","1066.80764102603","1218.75369131565","1248.68508279859","1449.95261406292","1446.86289105057","1681.04421415574","1175.49804128976","1422.9779760148","1503.49363275982","","","",
"East Asia & Pacific (all income levels)","EAS","Technicians in R&D (per million people)","SP.POP.TECH.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"East Asia & Pacific (all income levels)","EAS","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","641079645917","","","","","","","","","","",
"East Asia & Pacific (all income levels)","EAS","High-technology exports (% of manufactured exports)","TX.VAL.TECH.MF.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21.5129595815065","22.2208444729216","22.7468097134313","21.498766303816","22.8758957002445","24.3700220217984","26.6898545324564","27.2106660154448","28.270653640417","28.9809503028123","30.8993212568135","33.0424041773819","30.7253805415112","30.5948512860462","30.0821881264053","30.8101133372758","30.7201335255323","30.3692081066908","27.0690100520003","25.7581031159134","27.3036904717205","26.1606061766311","24.1909513415262","24.6692666567489","26.5268872738251","",
"Europe & Central Asia (developing only)","ECA","Charges for the use of intellectual property, payments (BoP, current US$)","BM.GSR.ROYL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2302035303.036","2585931605.3708","3647326503.57","4986699560.085","4145068027.736","4349408783.978","4542097962.5355","4374048316.5533","5300170480.327","",
"Europe & Central Asia (developing only)","ECA","Charges for the use of intellectual property, receipts (BoP, current US$)","BX.GSR.ROYL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","932807559.262","658959114.4436","1076305405.8352","2129766668.29023","2141830206.946","2742131695.0443","2681733005.93058","2620178392.5657","2611930878.0301","",
"Europe & Central Asia (developing only)","ECA","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.541899515498431","0.624914030557297","0.499714169035522","0.54356522220169","0.534279042744427","0.588502542213305","0.603418344427955","0.567020496780947","0.564500082452683","0.620684326660225","0.598266317057532","0.65443701190912","0.649482890449401","0.721633480207676","0.71286716207729","0.707337505601555","","","",
"Europe & Central Asia (developing only)","ECA","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","4026","3819","","","","","4991","9740","10118","9438.5","9866.4","10243.2","10591","11055.3","11497","11822.3","12895.2","13552","14997.4","15578.1","16252.7","17382","17380.3","16929.4","16507.5","17209.1","","","",
"Europe & Central Asia (developing only)","ECA","Patent applications, nonresidents","IP.PAT.NRES","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7529","6522","6751","5569","6793","6824","10247","10926","11598","10124","8240","5963","5059","4300","4252","5235","3976","4149","4128","3627","4049","",
"Europe & Central Asia (developing only)","ECA","Patent applications, residents","IP.PAT.RESD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4579","18844","12748","12162","10587","11381","11546","11720","11907","14534","8899","8922","11229","10911","10810","11997","11792","11831","13079","13264","11729","13625","",
"Europe & Central Asia (developing only)","ECA","Trademark applications, direct nonresident","IP.TMK.NRES","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","46791","","50477","72154","75157","76719","69934","77811","81453","69851","76239","77733","94272","107365","111706","124274","92124","91298","97841","100927","101749","",
"Europe & Central Asia (developing only)","ECA","Trademark applications, direct resident","IP.TMK.RESD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25040","27985","28256","32073","31243","35909","43731","47951","59909","68133","82368","92838","107280","113278","115231","105448","121682","152222","144540","144537","",
"Europe & Central Asia (developing only)","ECA","Trademark applications, total","IP.TMK.TOTL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","67636","74129","78462","100410","107230","107962","105843","121542","129404","129760","144372","160101","187110","214645","224984","239505","197572","212980","250063","245467","246286","",
